"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 5001"
"MaxRank: 6000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
5011,"Completed","The aim of this study is to assess the effectiveness of GSK Biologicals' pneumococcal conjugate vaccine (GSK1024850A) in preventing invasive disease caused by S. pneumoniae or H. influenzae and in reducing occurrence of hospital-diagnosed pneumonia cases, tympanostomy tube placement and outpatient antimicrobial prescriptions in children starting vaccination below 18 months of age. These data will be collected from the national registers and will be analyzed in combination with data collected for subjects enrolled in a large scale cluster-randomized study 111442.||The study will also assess the immune response to the GSK1024850A vaccine and the impact of the vaccine on occurrence of acute otitis media, carriage, safety in children starting vaccination below 18 months of age.","Infections, Streptococcal|Streptococcus Pneumoniae","Accepts Healthy Volunteers","Interventional","February 18, 2009","January 31, 2012","Pneumococcal conjugate vaccine Synflorix (GSK1024850A)|GSK Biologicals' Engerix TM vaccine (Hepatitis B vaccine)|GSK Biologicals' Havrix TM vaccine (Hepatitis A vaccine)","Biological|Biological|Biological","Phase 3","All","18 Months","6 Weeks","Prevention","Parallel Assignment","Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland","Randomized","6181","0|1|0|0|0|0|0|0","163|96|77|74|24|18|23|14"
5012,"Not yet recruiting","identify the prevalence of latent tuberculosis (according to new guideline ;NICE tuberculosis) among these high risk groups of children and notify ministry of health","Latent Tuberculosis","No","Observational","July 1, 2020","February 2021","Tuberculin, Purified Protein 5Unt/0.1 mL Solution","Drug",,"All","12 Years","1 Year",,,,,"100",,
5013,"Recruiting","In this study, the tetravalent bioconjugate candidate vaccine Kleb4V will be tested to obtain first-time-in-human (FTIH) data on its safety and immunogenicity in healthy adults.","Klebsiella Pneumoniae Infection","Accepts Healthy Volunteers","Interventional","July 5, 2021","June 2022","Kleb4V target dose|Kleb4V target dose + AS03|Kleb4V low dose|Kleb4V low dose + AS03|Placebo","Biological|Biological|Biological|Biological|Biological","Phase 1|Phase 2","All","70 Years","18 Years","Prevention","Parallel Assignment","Germany|Germany","Randomized","166",,
5014,"Completed","The purpose of this trial is to determine whether providing non-contracepting women with gonorrhea or chlamydial infection with advanced provision emergency contraception (APEC) and condoms decreases their risk of becoming pregnant.","Pregnancy","No","Interventional","January 2004","June 2005","levonorgestrel 0.75mg taken twice 12 hours apart (Plan B) and condoms","Drug","Not Applicable","Female","60 Years","16 Years","Prevention","Parallel Assignment","United States","Randomized","177",,
5015,"Unknown status","The purpose is to investigate daptomycin pharmacokinetics in critically ill patients with suspected or verified bacteremia with Gram-positive cocci undergoing combined continuous hemodiafiltration at a filtration rate of 35ml/kg/h and to establish a dose recommendation for continuous hemodiafiltration at a filtrate rate of 35ml/kg/h.","Bacteremia","No","Interventional","February 2010",,"Daptomycin","Drug","Phase 2","All","90 Years","18 Years","Treatment","Factorial Assignment","Switzerland","Non-Randomized","15",,
5016,"Active, not recruiting","Streptococcus pneumoniae is a type of bacteria that is carried (lives) in the nose of most individuals and can sometimes go on to cause severe infections such as meningitis and pneumonia. There are over 100 types of pneumococcus, and children in the UK have been routinely immunized against pneumococcal disease since 2006. A vaccine against 13 types of pneumococcus (PCV 13) was introduced into the UK in 2010, replacing a previous version that prevented 7 types.||Pneumococcal carriage in the Thames Valley region has been studied over the last 7 years with carriage rates having been shown to be reflective of potential severe pneumococcal disease and hence vaccine effect.||The main purpose of this study is to see whether the pneumococcal immunization program has changed the frequency and nature of pneumococcal bacteria carried by children, as this may give a clue as to what changes in pneumococcal disease are likely to be seen in the future. In addition, this study is especially timely given the possibility of a change in the PCV 13 immunization schedule that is currently being assessed in the 'Sched3' Immunization study (NCT02482636). Obtaining accurate baseline data will be important in informing the interpretation of any subsequent data on carriage rates obtained following introduction of the new schedule.||This study will enrol up to 1600 children aged 13 to 48 months living in the Thames Valley and South Midlands and which have had three doses of 13-valent pneumococcal conjugate vaccine. In addition, up to 800, 6-12 month old children who have received a priming dose of PCV13 will be recruited. The study consists of one visit done at a convenient venue (GP surgeries, educational/ play settings, or home) where a single nasal swab and an optional finger-prick blood sample for a sub-set of 632 participants, will be performed. No additional follow-up is needed. The study recruitment period will be from 2017 onwards.","Streptococcus Pneumoniae Infection|Streptococcus Pneumoniae, Invasive Disease|Streptococcal Pneumonia","Accepts Healthy Volunteers","Observational","June 26, 2017","October 31, 2020","Nasopharyngeal swab|blood sampling","Diagnostic Test|Diagnostic Test",,"All","48 Months","6 Months",,,"United Kingdom",,"2400",,
5017,"Withdrawn","Tuberculosis (TB) is one opportunistic infection often seen in HIV individuals. In 2013, there were an estimated 31,800 HIV-TB co-infection cases and 6,100 HIV-related deaths due to TB in the Americas. Due to the non-specific nature of its clinical symptoms, TB can be confused with various diseases such as histoplasmosis, sarcoidosis, lymphoma, and pneumonia. In Panama, where Histoplasma capsulatum is endemic, diagnosing TB versus histoplasmosis based on clinical symptoms can be difficult. In Panama, approximately 7.65% of HIV patients are co-infected with histoplasmosis, and there is a 30% mortality rate in HIV-histoplasmosis patients in Latin America. Due to similar clinical features, misdiagnosis of active TB and disseminated histoplasmosis in endemic regions may lead to incorrect antibiotic management, which in turn results in unnecessary toxicity, antibiotic resistance, and monetary expenditures. The investigators interests lie in increasing TB diagnostic accuracy using a simple urine dipstick test and evaluating physician response to new diagnostic testing, in order to reduce misdiagnosis and improve health outcomes in the HIV population.","Tuberculosis|HIV|Histoplasmosis","No","Interventional","November 2017","August 2018","Urine LAM Ag test","Other","Not Applicable","All",,"18 Years","Diagnostic","Parallel Assignment",,"Non-Randomized","0",,
5018,"Completed","The objective of this study is to determine whether the ""Syphilis and Men"" educational video can be a useful tool to increase syphilis knowledge and testing among English and Spanish-speaking urgent care and emergency department patients, regardless of various self-reported characteristics that increase their risk for syphilis infection.","Syphilis","Accepts Healthy Volunteers","Interventional","June 2006","August 2006","'educational video'","Other","Not Applicable","Male","55 Years","18 Years","Prevention","Factorial Assignment","United States","Randomized","220",,
5019,"Completed","This study will evaluate the lung's immune response to mycobacterium tuberculosis (Mtb) infection and will modulate that response with interferon-gamma.","Tuberculosis|AIDS-related Complex","No","Interventional","April 2005","August 2007","Aerosol Interferon-Gamma|Subcutaneous interferon-gamma|Placebo","Drug|Drug|Other","Phase 2","All","75 Years","18 Years","Treatment","Parallel Assignment","United States|South Africa","Randomized","89",,"1|3|3"
5020,"Completed","Partially-Blinded, Placebo-Controlled, Randomized, Single Ascending Dose (SAD) with a Food Effect Cohort to Evaluate the Safety, Tolerability, and Pharmacokinetics of TBI-223 in Healthy Adults.","Tuberculosis|Tuberculosis, Pulmonary","Accepts Healthy Volunteers","Interventional","January 16, 2019","March 14, 2020","TBI-223 50mg|Placebo for TBI-223 50mg|TBI-223 100, 300, 600, 1200, 2000, 2600 mg|Placebo for TBI-223 100, 300, 600, 1200, 2000, 2600 mg|TBI-223 300 mg capsule|Placebo for TBI-223 300 mg capsule|TBI-223 Prototype 1 SR Tablet|TBI-223 Prototype 2 SR Tablet|TBI-223 Prototype 3 SR Tablet|TBI-223 IR Tablet","Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug","Phase 1","All","50 Years","19 Years","Treatment","Parallel Assignment","United States","Randomized","91",,
5021,"Completed","Syphilis is an infectious disease caused by Treponema pallidum. In children, there are two different forms of this disease; acquired syphilis and congenital syphilis, which results from transplacental transmission of spirochetes.||The worldwide incidence of congenital syphilis has increased in past years, probably due to inadequate control of pregnant women and lack of early diagnose and treatment in acute infected adults.||This infection can have numerous and non-specific manifestations at all stages, and may simulate other diseases, which can delay diagnose if not suspected.||A high number of newborns can be asymptomatic, so diagnose is confirmed or discharged by serologic testing after 6 to 10 months of age.||This study will observe the clinical presentation and the laboratory of patients with CS treated.","Syphilis, Congenital","No","Observational","July 1, 2019","March 30, 2020",,,,"All","1 Year",,,,"Argentina",,"62",,
5022,"Unknown status","The purpose of this study is to evaluate the accuracy, diagnostic yield, operational performance, and time to diagnosis of a novel lateral-flow urine lipoarabinomannan (LAM) test in detecting tuberculosis in HIV-infected adults.||A secondary study objective is to determine the accuracy, efficiency, costs, and cost-effectiveness of various combinations of Tuberculosis (TB) diagnostic tests, including the novel Xpert MTB/Rif test.","Tuberculosis|Tuberculosis, Pulmonary|Tuberculosis, Miliary","No","Interventional","January 2011","April 2012","Alere ""Determine"" lateral-flow urine lipoarabinomannan assay|Alere ""Clearview"" ELISA urine LAM assay","Device|Device","Not Applicable","All",,"18 Years","Diagnostic","Single Group Assignment","Uganda|Uganda","N/A","504",,
5023,"Completed","Human immunodeficiency virus (HIV) infection puts people at risk of opportunistic infections, such as tuberculosis. In Africa, the HIV epidemic has resulted in an increase in the number of cases of tuberculosis affecting various parts of the body, including the membrane surrounding the heart (i.e., pericardium). Pericardial tuberculosis is a serious form of tuberculosis that results in the death or disability of 1 in 2 affected people despite the use of antituberculosis medication. It has been suggested that the addition of corticosteroids to the antituberculosis medication could result in the reduction of the number of deaths caused by the disease, but this proposal remains to be confirmed in appropriately designed clinical trials. Similarly, vaccination with the Mycobacterium w injection is also proposed as a possible way of reducing the damage caused by the tuberculosis infection of the heart. The investigators are proposing to conduct a clinical trial in which people who are on antituberculosis treatment for pericardial tuberculosis will be randomly allocated to receive either prednisolone or a matching placebo tablet, or Mycobacterium w injection or placebo injection. The number of people who die or who develop hardening of the pericardium with compression of the heart (called pericardial constriction) or who need emergency evacuation of the pericardial fluid from pericardial sac for severe compression (called tamponade) will be compared in each group to determine whether the use of corticosteroids or Mycobacterium w injection is safe and results in reduction in the death rate. If corticosteroids and Mycobacterium w are shown to safely reduce the death rate, then they will be recommended for use in all patients with tuberculosis of the pericardium in the future.","Tuberculous Pericarditis","No","Interventional","December 2008","August 2014","Prednisolone|Mycobacterium w immunotherapy","Drug|Biological","Phase 3","All",,"18 Years","Treatment","Factorial Assignment","South Africa","Randomized","1400",,
5024,"Completed","This study will determine what dose of recombinant interferon-gamma is safe and effective for treating multiple drug-resistant tuberculosis. Recombinant interferon-gamma is a genetically engineered form of a substance normally produced by the body and is used to boost immune function.||Patients 5 years of age and older with multiply drug-resistant tuberculosis may be eligible for this study.||Participants will be admitted to either the NIH Clinical Center in Bethesda, Maryland, the Texas Center for Infectious Diseases in San Antonio or the South Texas Hospital or Valley Baptist Hospital, both in Harlingen, Texas. On admission, patients will have a medical history, physical examination, blood and urine tests, sputum culture, X-rays, pulmonary function tests and a computed tomography (CT) scan. CT produces 3-dimensional images of body tissues and organs in small sections. For the procedure, the patient lies still on a table surrounded by the scanner.||All patients will continue treatment with anti-tuberculosis antibiotics during and after the study period and may elect whether or not to take gamma interferon in addition to the antibiotic. Five patients will receive only antibiotic treatment, and 5 each will receive one of 3 doses (0.025, 0.05 or 0.1 milligrams per square meter of body surface area) of interferon-gamma injected under the skin 3 times a week. The patient or caregiver will be taught to give the injections, which are similar to insulin injections for diabetes.||Patients will be in isolation in the hospital from the start of therapy until sputum samples show no evidence of tuberculosis for 3 consecutive weeks. Following that, they will repeat the tests done on admission (except CT) during follow-up visits (1- to 2-day hospitalizations) at 3, 6, 9, 12, 15, 18 and 24 months after the start of therapy. Patients taking interferon gamma will have blood drawn more frequently (monthly) for the first 6 months, and patients with lung infection will have sputum samples collected more frequently-weekly for the first 3 months or until three consecutive negative samples are obtained and then monthly throughout the course of therapy. Patients with lung infection will also have repeat CT scans at 6 and 12 months while on interferon gamma. In one or two patients on the drug, blood will be drawn frequently following one injection of gamma interferon (just before the injection and again at 0.25, 0.5, 1, 6, 12, 18, 24 and 48 hours after it) to see if a difference in blood levels of the drug can be detected.","Pneumonia|Pulmonary Tuberculosis","No","Interventional","May 1994","May 2003","Interferon Gamma","Drug","Phase 2","All",,,"Treatment",,"United States",,"30",,
5025,"Completed","This is a randomized, double-blind, placebo-controlled study. Eligible subjects will be randomized in a 1:1 ratio to receive GEN-004 with adjuvant or placebo. Each subject will receive up to 3 doses at 4 week intervals.||Following the third dose, subjects will be inoculated intranasally with S. pneumoniae serotype 6B. Nasal washes to identify S. pneumoniae colonization will be obtained pre-inoculation, and then 2, 7 and 14 days after inoculation.||Subjects will also be monitored for safety and tolerability throughout the dosing period, and then for 12 months after their last dose.||The purpose of this study is to evaluate the effectiveness of GEN-004 in reducing colonization rates and magnitude of colonization following the S. pneumoniae challenge.","Pneumococcal Infections|Pneumonia, Pneumococcal","Accepts Healthy Volunteers","Interventional","September 2014","April 2016","GEN-004 with Aluminum Hydroxide Adjuvant|Placebo|Streptococcus pneumoniae inoculation","Biological|Biological|Biological","Phase 2","All","55 Years","18 Years","Prevention","Parallel Assignment","United Kingdom","Randomized","98",,
5026,"Completed","The objectives of this study are to assess the safety, tolerability, clinical and microbiological efficacy and pharmacodynamics of patients who have severe pneumonia caused by Streptococcus pneumoniae after the intravenous administration of CAL02 in addition of standard of care antibiotic treatment.","Pneumonia|Pneumococcal Infections","No","Interventional","March 21, 2016","February 20, 2018","CAL02 Low-dose|CAL02 High-dose|Placebo","Drug|Drug|Drug","Phase 1","All","80 Years","18 Years","Treatment","Parallel Assignment","Belgium|Belgium|Belgium|France|France|France|France|France|France|France","Randomized","19",,
5027,"Completed","Thalassemia becomes one of global health issue and so does Indonesia. In 2015, more than 7600 children were diagnosed as this hemoglobin genetic disease wherein anemia and lifetime blood transfusion contribute to their morbidity and mortality in Indonesia. Major β-Thalassemia is the most common type found. However, along with disease progression and age, iron accumulation and dysregulation becomes the most common complication exist. In cellular level, this condition results in cell and tissue damage especially immune cells and promotes favor condition for siderophilic bacteria such as Mycobaterium tuberculosis (Mtb) to growth rapidly. Severe infection becomes the second most cause of death in thalassemia-β major patients.||Tuberculosis (Tb) remains the global health issue especially in developing countries. Based on World Health Organization (WHO) report on 2015, Indonesia is the second highest burden of TB in the world. Both of adaptive and innate immune system plays important role in Mtb recognition and eradication. However, immune cells mechanism and activity in response to Mtb infection during iron accumulation condition on thalassemia-β major patients may be altered therefore need for further study. Macrophage is an adaptive immune cell, has a pivotal role on circulating-iron regulation and serves as Mtb host cell. To understand macrophage activity on thalassemia-β major patients can be studied by monocyte characteristic stimulated by Mtb antigen and evaluated by its differentiation into three subsets based on CD14 and CD16. Mtb antigen presentation is identified by HLA-DR expression on monocyte membrane.||Vitamin D is one of the most affected micronutrients on major β-thalassemia patients, yet it has immunomodulatory effect on immune system. Recent finding of vitamin D receptor (VDR) expressed in monocyte strongly convince that vitamin D should be maintained in major β-thalassemia patients where it is found lower in these patients. Thus, this original and true report aimed to declare that the research activity has finished and the data has been elaborated. Future plan is developing the original article based on the research finding corroborating the previous knowledge and innovative suggestion for the quality of thalassemia.","Thalassemia|Tuberculosis|Vitamin D Deficiency","No","Interventional","April 1, 2018","August 15, 2018","Cholecalciferol supplementation","Dietary Supplement","Not Applicable","All","17 Years","1 Year","Treatment","Single Group Assignment","Indonesia","N/A","60",,
5028,"Completed","Brazil ranks 17th among the 22 countries responsible for 80% of tuberculosis (TB) cases in the world. In 2010, the number of new cases of tuberculosis in Brazil was 71,930 and in 4972 RS. In 2010, Brazil had a disease incidence of 37.6 / 100,000 in 2011 fell to 36.0 / 100,000. The Rio Grande do Sul(RS)S showed an incidence rate of 46.1 / 100,000 in 2011. The mortality rate was 2.4 / 100,000 population per year in Brazil and RS.||In Porto Alegre, the incidence rate of all clinical forms of tuberculosis has remained, in the last six years, around 100/100.000 inhabitants per year, while the coefficient of pulmonary tuberculosis remained on average 50/100.000 inhabitants to year. Thus, Porto Alegre holds the 2nd place in Brazil among the capitals with the highest incidence of TB, classifying the city as high risk 5th. Porto Alegre also has a co-infection TB / HIV from 35.3% one of the highest in the country.||The best strategy to prevent new cases of tuberculosis is to invest in early diagnosis and effective treatment of existing cases of the disease. As the treatment of the disease requires daily use of medications for an extended period of time (at least 6 months), adherence becomes the main determinant of the rate of healing of disease.||There are several factors that contribute to poor adherence and treatment dropout: alcoholism, illicit drug use, infection with human immunodeficiency virus (HIV Human Immunodeficiency Virus), low education, unemployment, poor housing and prolonged the treatment. The irregular treatment and neglect are the major obstacles to the control and elimination of this disease.||Study in Porto Alegre pointed alcoholism, TB / HIV, the fact that the patient does not reside with family and low education as predictors of dropout. The dropout rate in the general population of patients with active tuberculosis was 10.7% (8.0% - 17.0%). Abandonment occurred more often within the first three meses8.||In Porto Alegre, 32.5% of new TB cases are diagnosed in hospitals. Twenty percent of these patients do not bind, after discharge, the Tuberculosis Control Program (TCP), ie, the patient egress from the hospital does not reach the basic health unit (BHU) reference for further monitoring and treatment, which is considered a serious flaw in the process control of the disease.","Pulmonary Tuberculosis|Extra Pulmonary Tuberculosis","No","Interventional","March 2013","December 2015","Education Strategy","Other","Not Applicable","All",,"18 Years",,"Parallel Assignment","Brazil","Randomized","160",,
5029,"Unknown status","Nasopharyngeal (NP) colonization of S. pneumoniae in infants is generally acquired at approximately 4-6 months of age. Although there are differences in the prevalence and rank order of serotypes obtained from NP specimens and from those with invasive diseases, pneumococcal nasopharyngeal isolates may reflect the strains circulating in the community and may be used as a marker to predict serotype prevalence of invasive disease and resistance patterns. The information about pneumococcal strains found in Jordanian children and NP-carriage of infants is limited and do not include children living in rural regions. Monitoring serotype distribution is essential for the appropriate application of vaccination. Vaccine use in infants proves to be highly efficacious in the prevention of invasive pneumococcal disease as well as in decreasing the carriage of vaccine serotypes in the nasopharynx of infants which impacted significantly in the long run on otitis media infection and helped decrease the infection rates among contacts of these infants. The result has been a decrease in the pneumococcal infection rate among elderly contacts of these infants and decrease colonization with pneumococci. In order to determine the pneumococcal serotypes which are prevalent among infants attending day care centers (DCCs) in Jordan, a study of these types circulating among infants will be determined over a period of 15 months in 250-300 children attending the DCCs in Ajlun-City by taking 3 NP-swabs, the first before the first vaccine injection in May 2009, the second before the third injection at 10 months of age and the third swab sample is taken at 1 year of age (2-3 months after the last injection with the 7vPCV. The aims of this study were to determine the frequency of NP-carriage and serotype distribution of the strains isolated from infants less than 2 years old, and to get an insight about the coverage of the available and future pneumococcal conjugate vaccines developed for this infectious agent. Good results of this study project would make recommendations for the Ministry of Health (MOH) to include the vaccine in the National Vaccination Program. 15000 doses of the 7v PCV (Prevenar) were donated from Wyeth Pharmaceutical company to the MOH of Jordan in September 2008. These will be vaccinated in a vaccine program (for free) over 15 months period in 2009-2010 in one city in north Jordan called Ajlun. This city has 3676 births per year (Statistics of the MOH 2007). The vaccination program will start from the 18th of May, 2009, and ending in August 2010. The way the vaccine will be given is 2 + 1 injections as recommended by the vaccination committee of the MOH.","Streptococcus Pneumoniae","Accepts Healthy Volunteers","Interventional","May 2009","October 2010","7 valent pneumococcal conjugate vaccine (7v-PCV) - Prevenar","Biological","Phase 1|Phase 2","All","2 Years","2 Months","Prevention","Single Group Assignment","Jordan","Randomized","377",,
