"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 6001"
"MaxRank: 7000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
6011,"Terminated","Primary objective of the study is to establish the incidence of all any catheter related complications in BIP CVC and standard CVC groups in patients requiring CVC.||(CVC - Central Venous Catheter; BIP - Bactiguard Infection Protection)","Vascular Access Complication|Catheter-Related Infections|Catheter Thrombosis|Catheter Blockage|Catheter Complications|Catheter Site Discomfort|Catheter Bacteraemia","No","Interventional","April 11, 2019","December 18, 2019","BIP CVC|Standard CVC","Device|Device","Not Applicable","All",,"18 Years","Prevention","Parallel Assignment","Sweden","Randomized","19",,
6012,"Completed","Phase I clinical trial, to evaluate the safety and tolerability of the ophthalmic solution PRO-174 versus Sophixín Ofteno®, elaborated by Laboratorios Sophia, S.A. of C.V. on the ocular surface of ophthalmologically and clinically healthy subjects.||Goals:||To evaluate the safety and tolerability of the formulation PRO-174 manufactured by Laboratorios Sophia, S.A. of C.V. on the ocular surface of clinically healthy subjects.||Hypothesis:||The ophthalmic solution PRO-174 presents a safety and tolerability profile similar to the comparator in healthy subjects.","Conjunctivitis|Conjunctivitis, Bacterial","Accepts Healthy Volunteers","Interventional","January 25, 2018","June 10, 2018","PRO-174|Sophixín Ofteno®","Drug|Drug","Phase 1","All","45 Years","18 Years","Treatment","Parallel Assignment","Mexico","Randomized","30","0|0","0|0"
6013,"Temporarily not available","This is an open-label, expanded access study of exebacase used in addition to antistaphylococcal antibiotics in adult patients with persistent methicillin-resistant Staphylococcus aureus (MRSA) bloodstream infections (BSI), including right-sided endocarditis (R-IE), who are hospitalized with coronavirus disease 2019 (COVID-19). Patients with left-sided endocarditis (L-IE) are excluded. Patients will receive a single dose of exebacase. Patients will continue to receive antistaphylococcal antibiotics as prescribed by the treating physician. Exebacase Phase 3 study sites (Study CF-301-105) may participate in this Expanded Access study (Study CF-301-107).||Exebacase, a direct lytic agent, is an entirely new treatment modality against S. aureus. Exebacase is a recombinantly-produced, purified cell wall hydrolase enzyme that results in rapid bacteriolysis, potent biofilm eradication, synergy with antibiotics, low propensity for resistance, and the potential to suppress antibiotic resistance when used together with antibiotics. Exebacase represents a first-in-field, first-in-class treatment with the potential to improve clinical outcome when used in addition to standard-of-care antibiotics to treat S. aureus BSI including IE.","MRSA Bloodstream Infection|MRSA Bacteremia|MRSA Right-sided Endocarditis|Covid19",,"Expanded Access",,,"Exebacase","Drug",,"All",,"18 Years",,,"United States|United States",,,,
6014,"Recruiting","The objective of this study is to evaluate the long-term safety and effectiveness of Humira in patients with Hidradenitis Suppurativa (HS) in real-world clinical practice in Japan.","Hidradenitis Suppurativa (HS)","No","Observational","May 2, 2019","April 30, 2023",,,,"All","99 Years",,,,"Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan",,"80",,
6015,"Unknown status","To compare the effectiveness of combined antibiotic ophthalmic solution (neomycin sulfate, polymyxin B sulfate and gramicidin) with placebo (artificial tear) in the treatment of hordeolum after incision and curettage","Hordeolum","No","Interventional","September 2007","December 2008","neomycin sulfate, polymyxin B sulfate and gramicidin|Artificial tear","Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","Thailand","Randomized","120",,
6016,"Withdrawn","We will be examining the effects of suppressive valacyclovir therapy on the stability of vaginal flora in women who are seropositive for HSV-2. We have preliminary data that suggests the presence of HSV-2 increases the risk for Group B Streptococcus colonization as well as many other deleterious organisms (e.g. Streptococcus pseudoporcinus), in addition to increasing the risk for acquisition of BV-associated vaginal flora. We will be examining the effects of suppressive therapy on the vaginal flora of any HSV-2 seropositive woman.","Bacterial Vaginosis|Herpes Simplex Virus Type II","No","Interventional","February 2009","September 2010","Placebo|Valacyclovir","Drug|Drug","Not Applicable","Female","40 Years","18 Years","Prevention","Parallel Assignment","United States","Randomized","0",,
6017,"Completed","Prospective, randomized, comparative clinical and open-label trial comparing sodium bicarbonate catheter lock solution (SBCLS) to normal saline catheter lock solution (NSCLS) use in HD patients with central venous catheters (CVC).","End Stage Renal Disease|Acute Renal Failure|Hemodialysis Catheter Infection|Hemodialysis Complication|Hemodialysis Access Failure|Hemodialysis Catheter-Associated Bacteremia","No","Interventional","October 1, 2016","March 30, 2018","Sodium Bicarbonate Catheter Lock Solution|Normal Saline Catheter Lock Solution","Drug|Drug","Phase 4","All",,"18 Years","Prevention","Parallel Assignment",,"Randomized","451",,
6018,"Recruiting","The purpose of this study is to look at the change in the microbiome (bacterial composition) of an HS tunneling wound and examine if treatment with an antibiofilm surfactant wound gel (ABWG) (a topical medication that will fight bacteria attached to the surface of those tunnels) changes the bacterial composition of the wounds.","Hidradenitis Suppurativa","No","Interventional","February 26, 2021","March 1, 2023","antibiofilm surfactant wound gel (ABWG)","Device","Not Applicable","All",,"18 Years","Treatment","Single Group Assignment","United States","N/A","15",,
6019,"Completed","RAPIDS-GN is a multi-center, prospective, randomized, controlled trial to evaluate the following strategies for patients with confirmed gram-negative bacillus bacteremia (GNB):||Standard culture and antimicrobial susceptibility testing (AST); or|Rapid identification and AST using the Accelerate PhenoTest™ BC Kit, performed on the Accelerate Pheno™ System (AXDX)","Gram-negative Bacteremia","No","Interventional","October 9, 2017","November 30, 2018","Accelerate PhenoTest™ BC Kit|Standard Culture and AST","Device|Device","Not Applicable","All",,,"Diagnostic","Parallel Assignment","United States|United States","Randomized","500","18|25","0|0"
6020,"Withdrawn","The FDA-cleared Accelerate Pheno™ System and PhenoTest™ Blood Culture (BC) Kit will be used to assess the workflow impact of fast identification (ID)/ antimicrobial susceptibility testing (AST) in the microbiology lab and in the quality of care in patients with Gram-negative rod (GNR) bacteremia. Blood culture work up will be randomized to one of two arms: the positive blood culture will either undergo fast ID and AST using the Accelerate Pheno™ System and PhenoTest™ BC Kit or processing per the site's standard of care (SOC) procedures.","Gram-negative Bacteremia","No","Interventional","September 30, 2019","August 31, 2020","Accelerate Pheno|Standard of Care","Diagnostic Test|Diagnostic Test","Not Applicable","All",,"18 Years","Diagnostic","Parallel Assignment",,"Randomized","0",,
6021,"Terminated","The purpose of this study is to analyse bacteremia induced by debridement of pressure ulcers in patients in the complex nursing department.","Pressure Ulcers|Bacteremia","No","Observational",,,,,,"All",,,,,"Israel",,"60",,
6022,"Unknown status","There are not published studies evaluating the incidence, nature, magnitude and/or duration of bacteremia after periodontal treatment. The pre-surgical antibiotics have been studied particullary over Gram positive bacterial but not over gram negative bacterial and their secondary effects over the systemic pro-inflamation. Objective: to evaluate the efficacy of intensive periodontal therapy and pre-medication with oral amoxicilline on inflammatory bio-markers and the incidence, duration and magnitude of bacteremia in patients with chronic periodontitis.","Chronic Periodontitis|Bacteremia","Accepts Healthy Volunteers","Interventional","September 21, 2017","July 31, 2018","Amoxicillin|Placebo","Drug|Other","Phase 2","All","65 Years","18 Years","Treatment","Parallel Assignment","Colombia","Randomized","90",,
6023,"Completed","Pharmacokinetics is the study of the disposition of drugs in the body, while pharmacodynamics considers the interaction of the drug at the site of infection over time. Mathematical models of antibiotic pharmacodynamics are sometimes used to predict if antibiotic doses are sufficient to treat infection with organisms of different minimal inhibitory concentrations of the antibiotic. Based on these models, there has been speculation that the antibiotic cefepime dosed at one gram every 12 hours, is insufficient to kill all organisms within the ""susceptible"" range. This study of patients treated with cefepime will involve the collection of blood to determine cefepime concentrations, and determine if those concentrations are effective in killing the bacteria at the site of infection.","Infection|Bacteremia|Pneumonia","No","Observational","September 2005","December 2007",,,,"All",,"18 Years",,,"United States",,"180",,
6024,"Recruiting","This is an prospective observational study assessing the effect of vitamin B12 on the odds of developing sepsis in patients with infection confirmed by a positive culture result.||The hypothesis is that patients with infection confirmed by positive cultures who develop sepsis have lower vitamin B12 levels than patients infection, confirmed by positive cultures, who do not develop sepsis.","Bacteremia","No","Observational","June 1, 2019","December 31, 2022",,,,"All",,"18 Years",,,"Switzerland",,"100",,
6025,"Withdrawn","No single host or pathogen trait identified by previous research can be correlated with all cases of childhood acute pyelonephritis or APN (i.e., kidney/upper urinary tract infections) and APN-associated renal scarring (the outcome with the highest morbidity), making it difficult for physicians to determine which patients will be affected. Our proposal is to comprehensively study the relationships between the clinical manifestations of urinary tract infections (UTIs), the host risk factors and immune response, and the microbial species that cause these conditions. The result of the study will be a clinical severity score to personalize diagnostic and treatment strategies for infants with UTI, with the goal of decreasing the morbidity of APN/renal scarring and improving patient outcomes.","Vesicoureteral Reflux","No","Observational","November 2014","November 2016",,,,"All","24 Months","2 Months",,,,,"0",,
6026,"Withdrawn","Purpose of the study is to determine the effect of probiotic lactobacilli on the vaginal flora and cytokine profile during pregnancy, and the incidence of preterm labour in women at high risk for preterm birth.","Premature Birth|Bacterial Vaginosis","Accepts Healthy Volunteers","Interventional","February 2005","September 2007","Lactobacilli GR-1 and RC-14","Drug","Phase 1","Female","50 Years","18 Years","Treatment","Parallel Assignment","Canada","Randomized","0",,
6027,"Completed","This is a study of safety, effectiveness, blood levels and tolerance of Ceftaroline fosamil in children with skin infections receiving antibiotic therapy in the hospital.","Infections, Pediatrics","No","Interventional","December 2011","July 2014","Ceftaroline fosamil|Vancomycin +/- Aztreonam or Cefazolin +/- Aztreonam|Cephalexin or Clindamycin or Linezolid","Drug|Drug|Drug","Phase 2|Phase 3","All","17 Years","2 Months","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Chile|Chile|Chile|Chile|Georgia|Georgia|Latvia|Latvia|Latvia|Latvia|Lithuania|Lithuania|Poland|Poland|Poland|Poland|Poland|Poland|Romania|Romania|Romania|Romania|Romania|South Africa|South Africa|South Africa|South Africa|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain","Randomized","163",,
6028,"Not yet recruiting","This is a survey study being conducted to describe how subjects with Hidradenitis suppurativa (HS) respond to treatment with gentian violet. The study will rely primarily on qualitative survey responses and quantitative changes in skin appearance.","Hidradenitis Suppurativa","No","Interventional","November 2021","April 2022","Gentian Violet","Drug","Phase 2","All","64 Years","18 Years","Treatment","Single Group Assignment","United States","N/A","16",,
6029,"Withdrawn","OBSERVATIONAL STUDY OF INFECTIOUS COMPLICATIONS IN CANCER PATIENTS","Aspergillosis|Candidemia|C. Difficile","No","Observational","November 2009","December 2015",,,,"All",,"18 Years",,,"United States",,"0",,
6030,"Completed","Study of incidence and risk factors of staphylococcus aureus bacteremia in patients with rheumatoid arthritis compared with the general population in a nationwide cohort of all adult members of the population from 1996 until 2017 using national registries","Rheumatoid Arthritis|Staphylococcus Aureus Bacteremia",,"Observational","December 31, 1996","December 31, 2017","Risk factors in RA cohort|Risk factors in general population","Other|Other",,"All",,"18 Years",,,,,"6000000",,
6031,"Active, not recruiting","Patients with sepsis (2 or more systemic inflammatory response syndrome criteria and suspected infection) assessed in the emergency department have blood cultures obtained to identify potential blood stream infections (BSI). Blood cultures are expensive, sometimes inaccurate, and only positive about 10% of the time in the emergency department.||This study evaluates the effect of physician knowledge of C-reactive protein (CRP) levels on ordering rates of blood cultures in emergency department patients with sepsis. All patients with sepsis will have CRP levels measured using a point-of-care device, prior to blood tests being ordered. Half of participants will have their CRP level available to the emergency physician and half will not. Blood culture ordering rate and safety outcomes will be compared between these two groups.","Sepsis|Infection|Bacteremia","No","Interventional","January 21, 2017","May 15, 2021","CRP","Other","Not Applicable","All",,"19 Years","Treatment","Parallel Assignment","Canada|Canada","Randomized","208",,
6032,"Unknown status","The study will be conducted over 24 weeks on active therapy followed by a four-week observational visit. The total length of the study will be 28 weeks.||Study visits will occur at Screening, Baseline (Week 0), Weeks 4, 8, 12, 16, 20, 24 followed by an observational visit. Additionally, all subjects will be contacted by phone 1 week following the Baseline visit to ensure daily pain assessments are being recorded. If any signs or symptoms are reported at the time of the call, an unscheduled study visit will be conducted to assess whether an infection is present.||Adverse events will be collected throughout the study.","Hidradenitis Suppurativa","No","Interventional","May 1, 2019","May 1, 2020","Brodalumab","Drug","Phase 2","All",,"18 Years","Treatment","Single Group Assignment","United States","N/A","20",,
6033,"Recruiting","The long-term goals of this study are (a) to understand the biological underpinnings for the increased incidence of community-acquired pneumonia in patients with chronic obstructive pulmonary disease (COPD) who are treated with inhaled corticosteroids; and (b) to develop novel therapies to treated this problem using over-expression of micro-RNAs (miRNAs).","Pulmonary Disease, Chronic Obstructive|Pneumonia, Bacterial","Accepts Healthy Volunteers","Interventional","October 1, 2015","December 30, 2021","Bronchoscopy with bilateral bronchoalveolar lavages","Procedure","Not Applicable","All","80 Years","18 Years","Basic Science","Parallel Assignment","United States","Non-Randomized","60",,
6034,"Unknown status","This study evaluates the relation between the volume of subglottic secretion before airway extubation and the risk of extubation failure in the ICU patient.","Airway Extubation|Pneumonia, Bacterial|Aspiration of Subglottic Secretions","No","Observational","April 26, 2019","September 1, 2021",,,,"All",,"18 Years",,,"France",,"300",,
6035,"Not yet recruiting","Insulin resistance is defined as a decrease in the ability of insulin to lower blood glucose levels. Various pathological conditions can cause an increase in insulin resistance, such as sepsis, administration of certain medications, various stressful situations, surgery or significant injuries, etc. Sepsis can cause extreme stress, which causes significant changes in metabolism, disruption of blood glucose regulation and increased insulin resistance. In sepsis there is an extreme activation of inflammatory mediators and of counter-regulatory hormones, such as cortisol, glucagon and catecholamines, which increase hepatic gluconeogenesis on the one hand, and increase the peripheral resistance to insulin on the other hand.||Disorder in the regulation of blood glucose level causes increased mortality and morbidity among intensive care unit patients with sepsis, as well as an increase in the duration of hospitalization and its financial expenses.||There are a number of parameters used in the intensive care unit to diagnose the development of sepsis within the unit, such as an increase or decrease in body temperature, an increase in CRP level, white blood cell count, pro-calcitonin level, etc It is possible that an increase in insulin resistance can also be used as a predictor of sepsis. It should be noted that almost all patients hospitalized in the intensive care unit are treated with a continuous infusion of insulin to balance their blood glucose level, including patients who are not diagnosed with diabetes prior to their hospitalization in the unit. This is in light of the increase in insulin resistance for the reasons listed above among patients in critical condition, and also due to the need to maintain blood glucose values in the range of 140-180 mg/dl, since high blood glucose values among patients hospitalized in the intensive care unit are associated with increased morbidity and mortality.||We would therefore like to investigate whether an increase in insulin resistance, as expressed in an increase in the patient's insulin intake, can predict the development of sepsis secondary to bacteremia in the intensive care unit.","Acquired ICU Bacteremia","No","Observational","December 2021","August 2025",,,,"All","99 Years","18 Years",,,"Israel",,"50",,
6036,"Completed","Sepsis is a life-threatening disease caused by a dysregulated host response to infection. This can lead to organ-dysfunction and septic shock, which is a subset of sepsis where underlying abnormalities increase mortality remarkably. Blood cultures are the gold standard for identifying pathogens in the bloodstream (bacteremia). It is based on cultivation techniques which, theoretically, can detect a single pathogenic cell from a patient sample. However, blood cultures have serious limitations, such as long time to result (3-7 days). This leads to the fact that only a small fraction of the patients obtain a correct diagnosis and in further consequence get the optimal antimicrobial treatment. Patients with sepsis should get antimicrobial treatment within the hour. Thus, physicians start treatment empirically, with broad-spectrum antibiotics. This puts a selective pressure on pathogens and has led to an increased amount of antibiotic resistance. Faster diagnostics are necessary to ensure an immediate and targeted treatment. In the EU-funded FAPIC project, two diagnostic systems that can be used with direct sample material from patients will be developed, avoiding the time-consuming cultivation of pathogens.||In this study, the evaluation of the rapid diagnostics will be performed in patients with sepsis, suspected of bacteremia. To this aim, the performance of the diagnostic systems will be evaluated using blood samples that are collected in parallel with blood cultures. In addition, clinical data of the patients will be collected. In routine care, two blood culture sets (2x2 bottles) per patient are collected. One extra blood samples (EDTA, 9 ml) will be sampled with each blood culture set, totaling 2 samples per patient. In this study, patients presenting at the Emergency Department (ED), and the department of infectious diseases/nephrology will be included. The results will be used to estimate the performance, sensitivity, and specificity of the diagnostic systems compared to blood culture. Furthermore, in order to determine the severity of sepsis and to describe the patient population, clinically relevant parameters and laboratory parameters (ferritin, HLA-DR, serum lactate, SOFA score) will be assessed to determine its association with severity of disease and patient mortality. Evaluation will be done exclusively in the lab, and will not be used directly for the diagnosis or management of patients. Standard care will still be provided.","Bacteremia|Sepsis|Septic Shock","No","Observational","February 12, 2019","April 17, 2020",,,,"All",,"18 Years",,,"Belgium",,"1957",,
6037,"Active, not recruiting","The CHAIN Network aims to identify modifiable biomedical and social factors driving the greatly increased risk of mortality among young undernourished children admitted to hospital with acute illness, as inpatients and after discharge. The study will inform priorities, risks and targeting for multi-faceted interventional trials.||CHAIN is a multi-centre cohort study with a nested case control analysis of stored biological samples. Study sites are located in Africa and South Asia. Children will be recruited at admission to hospital, stratified by nutritional status. Exposures will be assessed at admission, during hospitalisation, at discharge, and at two time points after discharge. The main outcomes of interest are mortality, re-admission to hospital and failure of nutritional recovery up to 180 days after discharge. To determine community health norms, an additional sample of children living in the same communities will be enrolled and assessed at one time point only.","Malnutrition|Pneumonia|Diarrhea|Sepsis|Bacteremia|HIV/AIDS|TB|Enteropathy|Antibiotic Resistant Strain","No","Observational","November 30, 2016","October 31, 2020",,,,"All","23 Months","2 Months",,,"Bangladesh|Bangladesh|Kenya|Kenya|Kenya|Malawi|Pakistan|Uganda",,"4335",,
6038,"Unknown status","The purpose of the study is to assess the efficacy of an individualized approach to duration of antibiotic therapy based on each subject's clinical response compared to a local standard approach in patients coming from the community and who are hospitalized because of a pneumonia.","Pneumonia|Bronchopneumonia|Pleuropneumonia|Pneumonia, Bacterial|Pneumonia, Viral","No","Interventional","January 2012","March 2015","Discontinuation of antibiotic therapy","Other","Phase 4","All",,"18 Years","Treatment","Parallel Assignment","Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy","Randomized","892",,
6039,"Completed","A study to report the outcomes of patients who fail to respond to beta-lactam and macrolide antibiotics in the community","Sinusitis|Bronchitis, Chronic|Pneumonia, Bacterial","No","Interventional","December 2005","March 2006","all macrolide antibiotics|all beta-lactam antibiotics","Drug|Drug","Not Applicable","All","95 Years",,,"Parallel Assignment","United States","Non-Randomized","200",,
6040,"Recruiting","Study CSL324_1002 will investigate the safety and pharmacokinetics of repeat doses of CSL324 in subjects with hidradenitis suppurativa and palmoplantar pustulosis. CSL324 is a novel, recombinant therapy that may treat diseases caused by increased numbers of neutrophils at sites of inflammation.","Hidradenitis Suppurativa|Palmoplantar Pustulosis","No","Interventional","July 4, 2019","November 2022","Recombinant anti-granulocyte colony-stimulating factor (G-CSF) receptor monoclonal antibody","Biological","Phase 1","All","75 Years","18 Years","Treatment","Sequential Assignment","Australia|Australia|Australia|Australia|Denmark|Denmark|Denmark|Germany|Germany|Germany|Germany|Germany","Non-Randomized","40",,
6041,"Completed","The results found in the literature do not allow to define objectively the indications respective for a one-step or a two-step exchange of prosthetic joint. Some criteria could help to decide for one-step exchange or two-step exchange: bacteria is/are identified, profile of the bacteria, anesthetic difficulties,..||A puncture could allow to identify the bacteria involved in the prosthetic joint infection (PJI) and an antibiotherapy for a few days can be given to the patient in order to decrease the inoculum. Then, a one-step exchange can be performed.||The purpose of this study is to describe the management of patients who had a pre-treatment before a one-step exchange of their prosthetic joint.","Exchange of Prosthetic Joint|Prosthetic Joint Infection|One-step Exchange","No","Observational","April 2016","January 2018",,,,"All",,"18 Years",,,,,"13",,
6042,"Unknown status","The Shared Health CHR™ (Clinical Health Record) offers point-of-care clinical reporting and decision support based primarily on patient claims data aggregated across various health care settings, and is one example of the types of health information data exchange efforts being implemented across the country. This study will evaluate how the CHR is used and its clinical and financial impact to better understand the CHR's value, and to identify opportunities to enhance the system to support patient care and practice efficiency. In addition, the results from this study will help to inform the national debate about the effectiveness of these types of tools to maximize patient quality of care, patient safety, and practice efficiency.","Impact of Health Information Exchange on Patient Care|(Focus on Diabetes, Asthma, Hypertension, CHF, COPD, CAD,|Gastroenteritis, Seizures, and Bacterial Pneumonia)","Accepts Healthy Volunteers","Observational","December 2008","June 2014",,,,"All",,"18 Years",,,,,"113",,
6043,"Terminated","A Pilot Study of the WoundWand™ Debridement Device on Infection Prevention","Lower Leg Wound","No","Interventional","March 4, 2014","February 9, 2015","WoundWand™ Debridement Device|Standard of Care sharp debridement","Device|Device","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment","France|United Kingdom","Randomized","11","0|0","0|0"
6044,"Completed","This study investigates whether the prophylactic use of moxifloxacin during high-dose chemotherapy followed by autologous stem cell transplantation reduces the incidence of clinically significant bacteremia.||Further investigations include time to occurrence of fever, duration of fever, overall survival and antibiotic sensitivity of blood isolates.","Hodgkin Disease|Non-Hodgkin Lymphoma|Multiple Myeloma|Bacteremia","No","Interventional","October 2006","December 2008","moxifloxacin|placebo","Drug|Drug","Phase 3","All","75 Years","18 Years","Prevention","Parallel Assignment","Germany","Randomized","66",,"2|3"
6045,"Terminated","This study evaluates the potential interest of a new multi-lumen infusion access device (Edelvaiss® Multiline NEO) in the prevention of catheter-related bacteremia when administering injectable drugs in premature infants. This device will be compared to the standard infusion set of each center.","Bacteremia|Infant, Very Low Birth Weight","Accepts Healthy Volunteers","Interventional","January 2016","May 2020","Edelvaiss Multiline NEO|Standard Infusion Set","Device|Device","Not Applicable","All","29 Weeks","24 Weeks","Prevention","Crossover Assignment","France|France|France|France","Randomized","87",,
