"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 3001"
"MaxRank: 4000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
3011,"Terminated","The validity of molecular techniques for the diagnosis of legionellosis is not known. Although PCR can detect Legionella pneumophila (responsible for 80% of legionellosis) and other Legionella species, this test is not recommended in standard guidelines to assess this diagnostic, by contrast to culture of sputum, serology and urine antigen. The aim of this study is to evaluate Legionella PCR techniques, performed directly onto the sputum aspirates, for the routine diagnosis of pneumonia in adults' patients admitted to hospital. This study implicates 3 University hospitals (Lyon, Grenoble and Saint-Etienne) in collaboration with the French reference center of legionellosis for a previous duration of one year. In addition to the usual diagnostic tests that are performed when pneumonia is suspected, real-time PCR will be added for the detection and differentiation of Legionella. Hypothesizing the inclusion of 1000 pneumonia in this study, the predictable number of newly-detected legionellosis will be approximately 60 to 70 cases. According to a predefined algorithm, cases of legionellosis will be classified as definite or probable. Sensitivity and specificity of the real-time PCR will be calculated according to this classification. This study is intended to validate real-time PCR as a tool for the rapid diagnosis of legionellosis, allowing to optimize the antibiotic treatment of pneumonia. PCR techniques can also contribute to the better detection and differentiation of Legionella sp infections that are not documented accurately by routine microbiologic tests.","Legionellosis","No","Interventional","March 2007","July 2010","Characterization Legionnella","Procedure","Not Applicable","All",,"18 Years","Diagnostic","Single Group Assignment","France|France|France|France|France|France","N/A","200",,
3012,"Completed","The purpose of this study is to see whether people who take vitamins along with the standard medicine for tuberculosis (TB) recover better and quicker than people who take only the standard medicine for TB. This study will enroll 600 men and women, who are age 18-65 years, have TB, and intend to stay in Dar-es-Salaam for at least 2 years from the start of TB therapy. Half the participants will have active TB and also HIV infection, and the other half will have TB alone. Half the volunteers will be given vitamins, and the other half will be given placebo (sugar pill with no vitamins) from the start of their TB therapy, through the 8 months of anti-TB therapy, and up to 48 months. Participation in the study involves visits to the clinic, physical exams, home visits, and answering questions about personal health, foods eaten, household, occupation, and education. Volunteers will also provide blood, sputum, and urine samples.","Mycobacterium Tuberculosis","No","Interventional","June 2000","October 2005","Folic Acid|Micronutrients: Vitamins B1, B2, B6, Niacin, B12, C, E.|Selenium|Vitamin A","Drug|Drug|Drug|Drug","Phase 3","All","65 Years","18 Years","Treatment","Parallel Assignment","Tanzania","Randomized","887",,
3013,"Not yet recruiting","Syphilis is a sexually transmitted infection (STI) disproportionately affecting gay, bisexual and other men who have sex with men (gbMSM), with the potential for significant sequelae - particularly in those who are Human Immunodeficiency Virus (HIV)-positive. Rising rates of this STI have prompted a search for novel prevention solutions. A recent pilot study of daily doxycycline prophylaxis demonstrated promise as a novel STI prevention tool. This innovative approach to STI prevention has solid clinical precedent, both from the HIV pre-exposure prophylaxis (PrEP) literature, as well as doxycycline's use as prophylaxis for other infections. The overarching goal of this project is to determine whether the daily use of doxycycline is an efficacious and acceptable intervention for syphilis prevention in high-risk, HIV-positive gbMSM.","Syphilis|Sexually Transmitted Infections","No","Interventional","August 15, 2019","December 31, 2021","Doxycycline|Placebo","Drug|Other","Phase 4","Male",,"18 Years","Prevention","Parallel Assignment","Canada","Randomized","52",,
3014,"Completed","The aim of this study is to provide baseline acute otitis media data in East European countries.","Infections, Streptococcal","Accepts Healthy Volunteers","Observational","June 2011","December 2012","Data collection (Retrospective)|Data collection (Prospective)","Other|Other",,"All","6 Years",,,,"Estonia|Lithuania|Lithuania|Lithuania|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Poland|Romania|Romania|Romania|Romania|Romania|Slovenia|Slovenia|Slovenia|Slovenia|Slovenia|Slovenia",,"2258",,
3015,"Unknown status","To determine the best time to begin anti-HIV(Acquired Immunodeficiency Syndrome) treatment in individuals who co-infected with HIV and tuberculosis (Tb). This prospective, randomized study is being conducted on HIV/Tb co-infected patients in China to evaluate and compare the efficacy of antiretroviral therapy after 2 weeks TB treatment versus deferred ART initiated 8 weeks after initiation of TB treatment.","AIDS","No","Interventional","February 2009","June 2013","INH RIF Rifb PZA EMB AZT 3TC D4T EFV","Drug","Not Applicable","All","65 Years","18 Years","Treatment","Parallel Assignment","China","Randomized","400",,
3016,"Recruiting","The goal of this study is to evaluate whether using vancomycin orally can prevent CDI in patients who are colonized with C. diff who are admitted to the hospital and need antibiotics for another infection.","Clostridium Difficile Infection","No","Interventional","December 2016","September 2022","Vancomycin|Placebo","Drug|Other","Phase 4","All",,"18 Years","Prevention","Parallel Assignment","United States","Randomized","2500",,
3017,"Terminated","There is a rapidly-growing need to identify evidence-based, safe, and effective co-treatment regimens for HIV-related tuberculosis (TB) among patients who require protease inhibitor (PI)-based antiretroviral therapy (ART). This study compared three alternative co-treatment options among participants in high TB endemic resource-constrained settings, in which one co-treatment option explores if an additional anti-HIV drug needs to be used when patients are being treated with a PI together with rifabutin-based anti-TB treatment.","HIV Infection|Tuberculosis","No","Interventional","July 13, 2013","June 28, 2017","Standard-dose Lopinavir/Ritonavir|Double-dose Lopinavir/Ritonavir|Raltegravir|Isoniazid|Pyridoxine|Pyrazinamide|Ethambutol|Rifabutin|Rifampin","Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","Brazil|Brazil|Haiti|Haiti|Kenya|Peru|Peru|South Africa|South Africa","Randomized","71","1|1|1","4|5|5"
3018,"Completed","Investigators designed an open, two-arm study to compare oral vancomycin with a fecal microbiota transplant (FMT) from a fecal donor-unrelated donor mix (FURM) as treatments for the first Clostridium difficile infection (CDI) episode among hospitalized patients.","Clostridium Difficile Infection","No","Interventional","February 1, 2015","September 30, 2015","FMT|Vancomycin","Other|Drug","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment",,"Randomized","10",,
3019,"Terminated","Recurrent CDI is a growing problem with few treatment options that provide lasting effect. Fecal transplantation has been shown in several case series to be successful in controlling recurrent CDI. The current study is a non-blinded, randomized controlled trial comparing fecal transplantation with a 6 week taper of oral vancomycin for the treatment of refractory CDI. Approximately 146 patients will be enrolled over one year. Participants in the study will be followed for 120 days, and will be given the opportunity to cross over to the alternative intervention arm if a relapse in symptoms occurs. The primary outcome measure will be recurrence of toxin-confirmed CDI within 120 days of starting the intervention. Secondary outcomes include: early recurrence of symptoms within 14 days, relapse within 120 days (same strain of C. difficile), attributable mortality, hospitalization and serious adverse events.","Recurrent Clostridium Difficile Infection|Laboratory Confirmed Clostridium Difficile Infection","Accepts Healthy Volunteers","Interventional","October 2010","October 2014","Vancomycin|Fecal Transplant","Drug|Biological","Phase 2|Phase 3","All",,"18 Years","Treatment","Crossover Assignment","Canada","Randomized","81",,
3020,"Completed","The purpose of this intervention is to find out whether intravaginal treatment with a gel containing an antibiotic (metronidazole), compared to a similar placebo gel (without antibiotic), can reduce the frequency of bacterial vaginosis, a common vaginal infection among African women who are HIV uninfected or HIV infected. The study will also determine the effect of these vaginal gels on genitourinary symptoms.","Bacterial Vaginosis|Trichomonas Vaginitis|Urogenital Diseases",,"Interventional","January 2003","March 2005","Metronidazole gel versus placebo gel","Drug","Phase 3","Female","55 Years","18 Years","Treatment","Single Group Assignment",,"Randomized",,,
3021,"Completed","Urinary tract infection (UTI) is the most common infection in patients with spinal cord injury (SCI) and is linked to major undesired results or complications including death. The bladder of SCI patients, especially those with indwelling catheters, is usually colonized by bacteria, some of which do and others which do not cause symptoms of UTI. Bacteria that do not cause symptoms are often called benign colonizers and are often left untreated because they may provide some protection against infection with more harmful bacteria. This idea of using benign bacteria to prevent infections with symptoms is called bacterial interference. A prototype strain, Escherichia coli 83972, was shown to begin and continue for extended periods of time non symptom causing colonization of the human bladder and to hold back symptom causing infections of the neurogenic bladder. Data from pilot studies at two medical centers indicated that bacterial interference might be a useful therapy for reducing the rate or frequency of UTI in SCI patients. Because almost all SCI patients have a UTI at some time, and also the large costs of treating this infection, studying the impact of bladder colonization with E. coli 83972 on the rate of symptom causing UTI has an amazing potential for improving the quality of life of SCI patients and decreasing the cost of health care. Like with other preventive plans such as vaccination, for instance, it is important to explore the effectiveness of this new preventive approach. The project is a prospective, randomized, double blind, multi-center study that deals with specific pieces of bacterial interference in SCI patients.||HYPOTHESES: Placing non symptom causing bacteria (E. coli 83972) into SCI patients' bladders reduces the rate of symptom causing UTI.||A. SPECIFIC AIM: Determine how bladder colonization with E. coli 83972 or similar bacteria affects the rate of symptom causing urinary tract infections in a large group of SCI and Spina Bifida patients by conducting a prospective, randomized, placebo-controlled, multi-center clinical trial.","Urinary Tract Infections","No","Interventional","February 2004","November 2009","bacterial interference","Procedure","Not Applicable","All","64 Years","15 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States","Randomized","65",,
3022,"Completed","The purpose of this booster study is to evaluate the immune persistence in healthy Chinese subjects primed in study NCT01086423 with GSK Biologicals' Infanrix-IPV+Hib™ (DTPa-IPV/Hib) vaccine. The study will also evaluate the safety and immune response of these subjects to a booster dose of Infanrix-Hib™ (DTPa/Hib) and Poliorix™ (IPV) vaccine.||This protocol posting deals with objectives & outcome measures of the booster phase. The objectives & outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT01086423).","Acellular Pertussis|Tetanus|Diphtheria|Haemophilus Influenzae Type b","Accepts Healthy Volunteers","Interventional","October 1, 2011","January 16, 2012","Infanrix+Hib™|Poliorix™","Biological|Biological","Phase 3","All","24 Months","18 Months","Prevention","Parallel Assignment","China|China","Randomized","831","0|0|0","1|0|0"
3023,"Unknown status","Vaccines can have non-targeted or heterologous (also called non-specific) immunological effects on the immune system i.e. effects other than inducing an immune response against the disease targeted by the vaccine. This trial aims to evaluate the non-specific immunological effects of two vaccines - diphtheria-tetanus-acellular pertussis (DTP) vaccine and seasonal influenza vaccine - in a cohort of elderly humans (>65 years of age) and healthy adult control subjects (30-50 years).","Heterologous Effects of Vaccines","Accepts Healthy Volunteers","Interventional","May 2016","December 2019","Seasonal influenza vaccine|Diphtheria-tetanus-acellular pertussis vaccine","Biological|Biological","Not Applicable","All","100 Years","30 Years","Basic Science","Parallel Assignment","Australia","Randomized","450",,
3024,"Completed","Randomized open label clinical trial to compare the clinical and microbiological efficacy of fecal microbiota transplantation, fidaxomicin, and vancomycin for relapsing Clostridium difficile infection","Clostridium Difficile Infection","No","Interventional","April 2016","August 31, 2019","Fecal microbiota transplantation|Fidaxomicin|Vancomycin","Other|Drug|Drug","Phase 3","All","99 Years","18 Years","Treatment","Parallel Assignment","Denmark","Randomized","64",,
3025,"Unknown status","The presence of M. tuberculosis in non-invasive throat swabs of patients withdrawn for suspected tuberculosis.||Hypothesis 10% of patients infected by M. tuberculosis are carrier of M. tuberculosis pharyngeal.||Secondary||Measure the time to diagnosis of pulmonary TB by comparing the sample versus noninvasive pharyngeal samples taken routinely.|Evaluation of the direct cost of the diagnosis of M. tuberculosis by comparing the sample versus noninvasive pharyngeal samples taken routinely.|Beijing genotype prevalence among patients with pulmonary tuberculosis.","Tuberculosis","No","Interventional","March 2013","October 2019","Pharyngeal swab","Biological","Not Applicable","All",,"18 Years","Diagnostic","Single Group Assignment","France","N/A","36000",,
3026,"Completed","People who are infected with HIV and tuberculosis (TB) need to receive medications that treat both diseases safely and effectively. This study enrolled infants and children infected with HIV and TB and evaluated the safety and tolerance of an antiretroviral (ARV) treatment regimen for HIV that contains raltegravir when administered with a TB treatment regimen that includes rifampicin. Study researchers aimed to determine the most effective dose of raltegravir for infants and children when taken with rifampicin.","HIV Infections|Tuberculosis","No","Interventional","November 12, 2014","November 27, 2019","Raltegravir","Drug","Phase 1|Phase 2","All","11 Years",,"Treatment","Parallel Assignment","South Africa|South Africa|South Africa|South Africa","Non-Randomized","40","0|0|0","8|5|5"
3027,"Completed","This Phase I study will be conducted as a randomized, placebo-controlled, double-blind, dose-escalation study in four groups of healthy adult male and female subjects who are BCG-vaccinated, HIV-negative, and have no evidence of tuberculosis infection. The study will be conducted at one or two sites located in South Africa. The purpose is to evaluate the safety and immunogenicity of two injections of AERAS 404 prepared with four escalating amounts of antigen in healthy adult male and female subjects who are BCG-vaccinated, HIV-negative, and have no evidence of tuberculosis infection.","Tuberculosis","Accepts Healthy Volunteers","Interventional","December 2008","September 2012","AERAS-404 (mcg H4/nmol IC31)|Sterile buffer containing 10 mmol/L tris and 169 mmol/L NaCl","Biological|Biological","Phase 1","All","50 Years","18 Years","Prevention","Parallel Assignment","South Africa","Randomized","40",,
3028,"Completed","The telavancin observational use registry (TOUR) will collect data to support study of the efficacy, safety, and pattern of use of telavancin in hospital-based inpatients and in outpatients being treated in infusion centers who are receiving clinician directed telavancin therapy.","Hospital Acquired Bacterial Pneumonia|Complicated Skin and Skin Structure Infections|Ventilator Associated Bacterial Pneumonia|Gram Positive Infection","No","Observational","November 2014","October 2017","Vibativ","Drug",,"All",,,,,"United States",,"1063",,
3029,"Terminated","The trial intends to evaluate the efficacy of specially designed probiotics to prevent premature birth and related neonatal morbidity associated to intra-uterine infection. The tested probiotics are efficacious to decrease the prevalence of bacterial vaginosis. The study hypothesis is that the early administration of those probiotics to pregnant women with bacterial vaginosis can prevent premature birth through antibiotic activity and modulation of the immune response to infection.","Bacterial Vaginosis|Premature Birth|Sepsis|Periventricular Leukomalacia|Bronchopulmonary Dysplasia","No","Interventional","January 2006","August 2009","Lactobacillus rhamnosus GR1 and Lactobacillus reuteri RC-14","Drug","Phase 3","Female",,"14 Years","Prevention","Parallel Assignment","Brazil|Brazil","Randomized","645",,
3030,"Completed","Triomune is the most commonly prescribed treatment for HIV infection in Uganda. Triomune is manufactured by a generic drug company and consists of three drugs combined in a single pill given twice daily (stavudine 30mg plus lamivudine 150mg plus nevirapine 200mg).||It is known that the levels of nevirapine in a patient's blood are highest in the first two weeks of treatment. Therefore it is recommended that patients starting on nevirapine should undergo dose escalation i.e start on 200mg once daily for two weeks and then increase to full dose of 200mg twice daily in order to avoid nevirapine related rash. It is not possible to do dose escalation with a fixed dose combination pill like Triomune and for the two weeks of the dose escalation patients either can buy stavudine plus lamivudine plus nevirapine as separate pills or take Triomune in the morning and then take stavudine plus lamivudine as separate pills in the evening.||Rifampicin is used to treat TB and lowers the levels of nevirapine in a patient's blood. This raises two questions in routine clinical practice for patients who are co-infected with HIV and TB (1) Do we need to put our patients to the trouble of dose escalation of nevirapine if they are already on rifampicin? and (2) If we dose escalate nevirapine in patients on rifampicin, are we putting them at risk of low drug levels and development of resistance? The aim of this study is to compare the plasma concentrations of nevirapine in HIV infected patients who are commencing antiretroviral therapy with and without a lead in dose of nevirapine and who are also receiving concomitant treatment with antituberculous therapy which includes rifampicin to assess whether dose escalation of nevirapine is appropriate in this patient population","HIV Infections|Tuberculosis","No","Interventional","May 2008","December 2010","Nevirapine without dose escalation|Nevirapine initiation with dose escalation","Drug|Drug","Phase 4","All","60 Years","18 Years","Treatment","Parallel Assignment","Uganda","Randomized","18",,
3031,"Terminated","Multi-center, randomized, placebo controlled, partially blinded trial comparing the safety and efficacy of fecal microbiota transplantation versus placebo both delivered by rectal enema in subjects 18 years of age or older with recurrent Clostridium difficile Associated Disease (CDAD). 162 male or female subjects will be enrolled in the study. Enrolled subjects will be randomized at each site to receive either FMT by enema or placebo by enema in a 2:1 ratio. Study duration is 3 years, subject participation duration is approximately 1 year. The primary study objectives are: 1) to evaluate the safety of FMT(s) delivered by enema vs. placebo delivered by enema and 2) to determine efficacy of FMT delivered by enema vs. placebo delivered by enema.","Clostridial Infection|Dysbiosis|Probiotic Therapy","No","Interventional","January 11, 2019","January 13, 2021","Fecal Microbiota Transplantation (FMT)|Saline","Procedure|Drug","Phase 1|Phase 2","All","99 Years","18 Years","Treatment","Sequential Assignment","United States|United States|United States","Randomized","10",,
3032,"Withdrawn","Approximately 225 samples, obtained from participants with varying risk factors for TB infection and disease, will be tested using the QFT Access Kit and the comparator device QFT-Plus.","Tuberculosis (TB)","Accepts Healthy Volunteers","Observational","April 1, 2020","November 1, 2020","QFT Access","Device",,"All",,"18 Years",,,,,"0",,
3033,"Not yet recruiting","A cluster-randomised controlled Phase IV trial (cRCT) assessing the impact of a Vi-Polysaccharide conjugate vaccine in preventing typhoid infection in Asante Akim, Ghana (TyVEGHA) with a primary endpoint of determining the total protection conferred by single-dose vaccination with Vi-TT against blood culture-confirmed symptomatic S. Typhi infection in the intervention vaccine clusters, compared with the control vaccine clusters.","Typhoid Fever","Accepts Healthy Volunteers","Interventional","July 5, 2021","December 31, 2024","Vi-TT|MCV-A vaccine","Biological|Biological","Phase 4","All","15 Years","9 Months","Prevention","Parallel Assignment",,"Randomized","23000",,
3034,"Completed","To evaluate adherence and safety of three regimens of chemoprophylaxis for tuberculosis (TB) in HIV-infected patients with positive tuberculin skin test.","HIV Infections","No","Interventional","January 1994","December 1998","isoniazid, rifampin + isoniazid or rifampin + pyrazinamide","Drug","Phase 4","All","65 Years","18 Years","Prevention","Parallel Assignment","Spain","Randomized","300",,
