"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 1001"
"MaxRank: 2000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
1112,"Completed","To evaluate and compare two AmBisome dosing regimens for the initial treatment of invasive aspergillosis and other filamentous fungal infections diagnosed by modified EORTC criteria in immunocompromised patients, as determined by overall response rates at end of course of treatment.","Invasive Aspergillosis|Other Fungal Infections","No","Interventional","April 2003","January 2005","AmBisome","Drug","Phase 3","All",,"1 Month","Treatment","Single Group Assignment",,"Randomized","800",,
1113,"Completed","We wanted to determine the efficacy and the safety of caspofungin acetate (CANCIDAS®) in the treatment of invader fungal infection (IFI) specifically, Invasive Candidiasis (CI) in adults patients without neutropenia and Invasive Aspergillosis (AI) in adults patients who are refractory to or intolerant of other therapies (i.e., amphotericin B, lipid formulations of amphotericin B, and/or itraconazole).","Candidiasis|Aspergillosis","No","Observational","March 2004","February 2008","Caspofungin","Drug",,"All",,"18 Years",,,"Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain|Spain",,"320",,
1114,"Completed","This study will examine how children's bodies metabolize and eliminate the anti-fungal drug voriconazole. The results will yield information needed to make recommendations for safe and effective dosing of the drug in children. Children with reduced immune function-such as those receiving drugs for cancer treatment-are at high risk for serious fungal infections.||Children between 2 and 12 years old who need treatment to prevent fungal infections may be eligible for this study. Candidates will be screened with a physical examination, eye examination, and blood and urine tests.||Children in the study will be hospitalized for 21 days. They will receive voriconazole twice a day (every 12 hours) for 8 days, infused through a vein over a period of 1 to 2 hours. The dose will be determined based on the individual child's weight. Blood samples will be collected at various intervals before and after the infusions on days 1, 2, 4 and 8 to determine the amount of drug in the blood. On day 8, the child will have another physical and eye examination, as well as additional blood and urine tests. If additional treatment is required, voriconazole may be continued for up to day 21. (Children who require the drug for more than 21 days may receive it under another research protocol.) On the last day of treatment, the child will have another physical examination, and blood and urine tests. These procedures will be repeated again at 30 to 35 days following the last dose of drug. A small sample of blood will also be analyzed for genetic information related to the rate of metabolism of voriconazole-that is, how fast or slow it is cleared (eliminated) by the liver.||Voriconazole is effective against several different fungi. It may protect children against serious fungal infections with fewer side effects than standard available therapy.","Aspergillosis|Candidiasis|Fungal Diseases|Mycoses","No","Interventional","June 2000","January 2001","Voriconazole","Drug","Phase 1","All",,,"Treatment",,"United States",,"48",,
1115,"Recruiting","20 patients admitted to the ICU department and receiving isavuconazole as part of standard care for the treatment of fungal infections will be included in the study. Between day 3 and 7, 8 samples will be collected at t = 0 (pre-dose), and t = 0.5, 1, 2, 4, 6, 8 and 12 hours after end of infusion to obtain a PK curve. An optional, additional sample can be collected after discontinuation of isavuconazole therapy if possible. Total and free isavuconazole concentrations will be determined. A pharmacokinetic model will be fitted to the data from all individuals simultaneously. Data will be analysed using non-linear mixed effects modelling (NONMEM).","Invasive Fungal Infections|Pharmacokinetics|Intensive Care Unit","No","Observational","March 1, 2021","March 1, 2023",,,,"All",,"18 Years",,,"Netherlands",,"20",,
1116,"Unknown status","This was a prospective clinical study that all voriconazole-treated adult Chinese patients with invasive pulmonary infection admitted to Zhengzhou Central Hospital affiliated to Zhengzhou University from March 2018 to April 2020.","Invasive Fungal Infection","No","Observational","March 1, 2018","April 30, 2020","other antifungal agents,breathing machine","Device",,"All",,"18 Years",,,"China",,"120",,
1117,"Unknown status","This trial will examine 2 ways of using the antifungal posaconazole to prevent invasive fungal disease and the precipitation of chronic rejection post lung transplantation.","Fungal Infection","No","Interventional","July 2, 2018","September 30, 2020","Universal Posaconazole Prophylaxis|Pre-emptive Posaconazole Therapy","Other|Other","Phase 2","All",,"18 Years","Prevention","Parallel Assignment","Australia|Australia|Australia","Randomized","140",,
1118,"Completed","The aim of the study is to evaluate whether the therapy with chloroquine phosphate (CQ, in combination with telemedical approach) in addition to standard care is effective and safe in reducing composite endpoint of COVID-19-related hospitalization or all cause death, in ambulatory patients with SARS-SoV-2 infection at particular risk of serious complications due to advanced age and/or comorbid conditions (in comparison with subjects not treated with CQ but receiving standard care and supervised telemedically).","COVID-19","No","Interventional","April 16, 2020","December 17, 2020","Chloroquine phosphate|Telemedicine","Drug|Other","Phase 4","All",,"18 Years","Treatment","Parallel Assignment","Poland|Poland","Randomized","16",,
1119,"Recruiting","Objective of SepSIGN project is to validate biomarkers able to predict the clinical worsening of patients freshly admitted at Emergency Department. Targeted population is adult patients, freshly admitted at ED, with a suspected or confirmed infection.","Infection|Sepsis","No","Observational","July 6, 2020","June 2022",,,,"All",,"18 Years",,,"United States|United States|United States|United States|France|France|France|France|France|France|France|Monaco",,"1850",,
1120,"Active, not recruiting","Typhoid fever is an infection caused by the bacteria Salmonella Typhi (S. Typhi). S. Typhi causes disease principally in developing countries where communities do not have access to safe water or adequate sanitation. It is thought to cause illness in approximately 22 million people every year and up to 200,000 deaths, mostly in children. The bacteria are spread when faeces from infected individuals contaminate food and water sources. Symptoms of infection include headache, fever and general aches and pains. If not treated properly typhoid infection can lead to severe complications and even death.||In this study the investigators aim to understand more about the S. Typhi bacteria and how S. Typhi causes a bloodstream infection after it has been ingested and passed into the gut. In spite of the extensive morbidity and mortality associated with bacterial blood stream infections (BSI), comparatively little is known about the pathogenesis. At a time of increasing antimicrobial resistance and a lack of new antimicrobial agents, understanding the pathogenesis of BSI is essential for efforts directed at prevention both of Salmonella Typhi and other bacterial species, particularly those that are restricted to humans.","Salmonella Typhi Infection","Accepts Healthy Volunteers","Interventional","May 30, 2019","September 30, 2021","Salmonella Typhi challenge","Biological","Not Applicable","All","60 Years","18 Years","Basic Science","Single Group Assignment","United Kingdom","N/A","11",,
1121,"Terminated","The primary objective is to establish superiority of AZCQ over SP in protective efficacy for IPTp as measured by the proportion of subjects with sub-optimal pregnancy outcome.","Intermittent Preventive Treatment In Pregnancy (IPTp)","Accepts Healthy Volunteers","Interventional","October 2010","November 2013","Azithromycin plus chloroquine|sulfadoxine-pyrimethamine","Drug|Drug","Phase 3","Female","35 Years","16 Years","Prevention","Parallel Assignment","Benin|Benin|Kenya|Malawi|Tanzania|Tanzania|Tanzania|Tanzania|Uganda","Randomized","2891",,"65|42|101|104"
1122,"Completed","This is a research study to determine whether bacterial vaginosis (BV) changes the cervico-vaginal tissue (skin covering the cervix and vagina) and makes women at higher risk for getting HIV (Human Immunodeficiency Virus). Vaginal and cervical tissue biopsies from women with BV will be obtained and infected OUTSIDE the body (ex vivo) with HIV.||BV is a vaginal infection that develops when there is an imbalance in the normal bacteria found in a woman's vagina. It is the most common cause of vaginal discharge among women of child-bearing age. BV infections potentially harm the safety of the tissue surrounding the cervico-vaginal region. When the cervico-vaginal tissue is not well protected, the risk of acquiring HIV from an infected partner might increase significantly. Studies have shown that HIV is more common in women with BV than in women with normal vaginal bacteria.||Treatment of BV typically involves the use of antibiotics. Antibiotics kill harmful bacteria and provide a temporary relief from the symptoms caused by the infection. Women participating in this study will use the generic antibiotic metronidazole, also known as Flagyl. The Center for Disease Control and Prevention (CDC) recommends Flagyl for the treatment of BV.||The study will evaluate HIV infection and safety of cervico-vaginal tissue in women at 3 different time periods:||During a BV infection|Approximately 1 week after completing a 7-day course of metronidazole therapy|Approximately 1 month after completing the 7-day course of metronidazole therapy||You will not come in contact with HIV during this study - only your samples (after we have removed them from your vagina/cervix) come in contact with HIV.","Bacterial Vaginosis|Vaginal Discharge","Accepts Healthy Volunteers","Interventional","April 2011","December 2011","Metronidazole","Drug","Not Applicable","Female","50 Years","18 Years","Prevention","Single Group Assignment","United States","N/A","35",,"0"
1123,"Completed","The purpose of this study was to determine whether supplementation of standard antibiotic therapy with oral probiotic preparation prOVag containing lactic acid bacteria influences recurrence of bacterial vaginosis/vaginitis.","Bacterial Vaginosis|Bacterial Vaginitis","No","Interventional","March 2009","February 2012","probiotic|placebo","Dietary Supplement|Other","Not Applicable","Female","50 Years","18 Years","Supportive Care","Parallel Assignment",,"Randomized","594",,
1124,"Terminated","The purpose of this study is to evaluate the effects of Ceftaroline Fosamil versus Vancomycin plus Aztreonam in treatment of patients with complicated bacterial skin and soft tissue infections.","Complicated Skin and Soft Tissue Infection","No","Interventional","June 2014","January 2015","Ceftaroline fosamil|Vancomycin|Aztreonam","Drug|Drug|Drug","Phase 3","All","99 Years","18 Years","Treatment","Parallel Assignment","Argentina|Brazil|Brazil|Brazil|Bulgaria|Chile|Croatia|Greece|Israel|Israel|Israel|Israel|Italy|Poland|Romania|South Africa|South Africa|Spain|Spain|Turkey|Turkey|Turkey","Randomized","4",,"1"
1125,"Recruiting","The purpose of the study is to investigate the pharmacokinetics of oral dosage of Posaconazole which is routinely administered as a standard care prophylaxis for patients undergoing cancer treatments.","Posaconazole|Pharmacokinetics|Invasive Candidiases|Invasive Aspergillosis|Invasive Mycosis|Fungal Infection|Prophylaxis","No","Interventional","August 1, 2019","December 31, 2021","Posaconazole pharmacokinetics","Drug","Phase 4","All",,"18 Years","Treatment","Single Group Assignment","Australia","N/A","100",,
1126,"Withdrawn","To demonstrate the safety and efficacy of adjunctive therapy with the Amikacin Fosfomycin Inhalation System (AFIS) versus aerosolized placebo in mechanically ventilated patients with Gram-negative and / or Gram-positive bacterial colonization.","Pneumonia, Bacterial","No","Interventional","October 2014","January 2016","Amikacin Fosfomycin Inhalation Solution|Aerosolized placebo|Amikacin Fosfomycin Inhalation Solution","Drug|Drug|Drug","Phase 2","All","80 Years","18 Years","Treatment","Crossover Assignment",,"Randomized","0",,
1127,"Completed","OBJECTIVES: I. Evaluate whether thalidomide modulates toxic host inflammatory responses in patients receiving antitubercular therapy.||II. Evaluate whether thalidomide modifies tumor necrosis factor-mediated toxic symptoms of HIV and mycobacterial infections, and limits progression of HIV immunodeficiency.||III. Evaluate whether thalidomide stimulates immunity in patients with HIV and/or mycobacterial infections.","HIV Infections|Mycobacterium Infections|Tuberculosis","Accepts Healthy Volunteers","Interventional","September 1990","June 1999","thalidomide","Drug","Phase 2","All","65 Years","18 Years","Treatment",,,"Randomized","50",,
1128,"Recruiting","Study population: Decompensated cirrhotics requiring primary prophylaxis with asciteswho are admitted to and attending the OPD at ILBS.||Study Design : A Randomized controlled trial Study period : August 2019 to December 2020 (1.5 Years) Intervention : Treatment naïve patients will be given Propranolol and dose will be titrated every 2ndday to attain a target heart rate of 55.||One group patients will be given maximum tolerated dose of propranolol with initial dosage of 20mg once a day and uptitrating every 2nd day by 20 mg.The patients who bleed will undergo EVL session.||To the other group Midodine will be added to Propranolol.It will be started at 2.5mg TDS and will be uptitrated every 2nd day to a max of 10mg TDS to attain a MAP of atleast 70mm Hg and then uptitate the beta blocker simulataneously to attain the target heart rate. The patients who bleed will undergo EVL session.||Monitoring and assessment :||The patient will be monitored every day. The patient will undergo physical examination, complete blood counts, at baseline, LFT, KFT, at every 2nd day and day 7 from the start of therapy.||Adverse effects : Bradycardia and hypotension due to beta blockers Stopping rule : Severe hyponatraemia (<125), low mean arterial pressure(<65) or cardiac output and increasing serum creatinine(>1.5) identifies more vulnerable patients among those with decompensated cirrhosis, in whom a dose reduction or temporal discontinuation of NSBB treatment will be considered.","Decompensated Cirrhosis|Severe Ascites","No","Interventional","February 4, 2020","December 31, 2020","Propranolol|Midodrine","Drug|Drug","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment","India","Randomized","120",,
1129,"Completed","The purpose of this study is to evaluate the effects of Ceftaroline Fosamil versus Vancomycin plus Aztreonam in treatment of patients with complicated bacterial skin and soft tissue infections.","Complicated Skin and Soft Tissue Infection","No","Interventional","May 2012","January 2015","Ceftaroline fosamil|Vancomycin|Aztreonam","Drug|Drug|Drug","Phase 3","All","99 Years","18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Argentina|Argentina|Australia|Belgium|Brazil|Brazil|Brazil|Brazil|Bulgaria|Bulgaria|Bulgaria|Chile|Chile|China|China|China|China|China|China|China|China|China|China|China|China|China|China|China|Croatia|Croatia|Czechia|Czechia|France|Germany|Germany|Germany|Greece|Hong Kong|Hong Kong|Israel|Israel|Israel|Israel|Italy|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Mexico|Peru|Peru|Philippines|Philippines|Poland|Poland|Romania|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|South Africa|South Africa|South Africa|South Africa|Spain|Spain|Spain|Spain|Taiwan|Taiwan|Taiwan|Turkey|Turkey|Turkey|Ukraine|Ukraine|Ukraine|Ukraine","Randomized","802",,"31|15"
1130,"Recruiting","Main objective: investigate gene expression differences in nasal epithelium and sputum between eosinophilic COPD exacerbations and other subtypes.","COPD Exacerbation|Eosinophilia","No","Observational","July 2021","January 2025",,,,"All",,"40 Years",,,"Netherlands|Netherlands",,"100",,
1131,"Not yet recruiting","This study will evaluate safety and clinical benefit of AIGIV used for treatment of patients with inhalational anthrax. This study will be implemented only in the event of a major anthrax exposure event. The study is designed to collect information on safety, clinical benefit (such as extent of anthrax illness and survival) and serum concentrations of AIGIV (for AIGIV pharmacokinetics) and anthrax toxins from inhalational anthrax patients treated with AIGIV.","Inhalational Anthrax","No","Observational","August 2021","July 2025","AIGIV","Drug",,"All",,,,,,,"100",,
1132,"Completed","PRIMARY OBJECTIVE To assess the impact of C-reactive protein (CRP) Point-of-care (POC) testing on health care worker prescribing behaviour in patients presenting to primary healthcare centres with an acute fever or recent history of fever.||SECONDARY OBJECTIVES To assess the impact of CRP testing on clinical outcomes within the 14 days of follow-up.||To assess the correlation between CRP results and clinical outcomes on the day 5 of the enrolment.||To estimate the impact of CRP testing on antibiotic consumption after first consultation.||To explore the attitudes of health centre staff towards the POC CRP test. To identify the prevalence of key pathogens in febrile patients in these settings.||To validate the ability of CRP to discriminate between viral and bacterial pathogens in a subset of patients with a microbiologically confirmed diagnosis.","Fever","No","Interventional","June 8, 2016","September 30, 2017","No CRP will be measured onsite|CRP cut-off of 20mg/L.|CRP cut-off of 40mg/L.","Other|Other|Other","Not Applicable","All",,"1 Year","Other","Parallel Assignment","Thailand","Randomized","2410",,
1133,"Completed","A number of studies have shown a higher prevalence of BV among IUD users.13,,14 None, however, have screened women prior to inserting the IUD. No data exists detailing the status of the vaginal microflora and possible cervical infection prior to IUD insertion. Thus, no inference can be made about the possible influence of IUD insertion and presence to the development of upper genital tract infection . Consequently, with the current literature, it would be difficult to make an argument for screening and treatment for BV prior to IUD insertion. This study will help us determine whether women with an IUD develop a change in the normal bacteria that are present in the vagina, known as bacterial vaginosis (BV). In addition, in those women with BV, we are looking to see if they develop more significant problems with the IUD, than those who do not have BV. Overall, this will help us determine whether all women should be screened for BV prior to IUD insertion.","BACTERIAL VAGINOSIS","Accepts Healthy Volunteers","Observational","January 2008","May 2011",,,,"Female","48 Years","18 Years",,,"Canada",,"70",,
1134,"Recruiting","endTB Clinical Trial a Phase III, randomized, controlled, open-label, non-inferiority, multi-country trial evaluating the efficacy and safety of five new, all-oral, shortened regimens for multidrug-resistant tuberculosis (MDR-TB).","Tuberculosis, Multidrug-Resistant|Infection, Bacterial|Pulmonary Tuberculoses","No","Interventional","December 2016","August 2023","Bedaquiline|Delamanid|Clofazimine|Levofloxacin|Moxifloxacin|Linezolid|Pyrazinamide|Control arm MDR-TB regimen, consistent with WHO guidelines","Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug","Phase 3","All",,"15 Years","Treatment","Parallel Assignment","Georgia|India|Kazakhstan|Kazakhstan|Kazakhstan|Lesotho|Pakistan|Pakistan|Peru|Peru|Peru|South Africa","Randomized","750",,
1135,"Completed","The purpose of this trial is to assess the safety, tolerability, pharmacokinetics, and efficacy of long-term (6-month) treatment with delamanid plus an optimized background regimen (OBR) of other anti-tuberculosis drugs in pediatric participants who completed Study 242-12-232 (NCT01856634).","Multidrug Resistant Tuberculosis","No","Interventional","July 20, 2013","January 13, 2020","Delamanid|Delamanid Pediatric Formulation (DPF)|Optimized Background Regimen (OBR)","Drug|Drug|Drug","Phase 2","All","17 Years",,"Treatment","Parallel Assignment","Philippines|Philippines|South Africa","Non-Randomized","37","0|0|1|1","0|1|2|5"
1136,"Completed","The purpose of this trial is to determine the pediatric dose of delamanid that is equivalent to the adult dose already shown to be effective against multidrug-resistant tuberculosis.","Multidrug Resistant Tuberculosis|Pediatric","No","Interventional","June 14, 2013","December 28, 2017","100 mg Delamanid|50 mg Delamanid|25 mg Pediatric Formulation Delamanid|10 mg Delamanid Pediatric Formulation|5 mg Delamanid Pediatric Formulation|Optimized Background Regimen","Drug|Drug|Drug|Drug|Drug|Drug","Phase 1","All","17 Years",,"Treatment","Parallel Assignment","Philippines|South Africa","Non-Randomized","37",,
1137,"Completed","The main objective of this study is to evaluate at the national level (France)||the early healthcare practices for children with sickle cell disease screened at birth,|the adequacy of theses practices with the national recommendations,|their variability over time and according the characteristics of treatment centers.||Will be studied in particular the diffusion of the latest preventive measures (practice of trans-cranial Doppler and pneumococcal conjugate vaccine) and their link with the residual risks of death, stroke and invasive pneumococcal infections. The study includes all patients born in France between 01/01/2006 and 31/12/2010. Events are recorded and analysed only during the first 5 years of life.","New-borns Screening|Sickle Cell Disease","No","Observational","March 2014","March 2016","No intervention","Other",,"All","5 Years","3 Years",,,,,"1750",,
1138,"Recruiting","This is a double-blinded, placebo controlled, multi-center randomized trial of 482 pregnant women who are diagnosed with Bacterial Vaginosis (BV) in the late 3rd trimester (>35 weeks). During routine clinic visit after 35 weeks, prospective patients will be counseled about the study. Patients who agree to be enrolled, will sign informed consent. Following enrollment, patients will be screened for BV. Those patients who are BV positive by clinical diagnosis, will be randomized to receive either metronidazole 500 mg BID orally for 7 days or identically appearing placebo.","Bacterial Vaginoses","No","Interventional","April 26, 2021","April 2023","Metronidazole|Placebo","Drug|Drug","Phase 4","Female","50 Years","18 Years","Treatment","Parallel Assignment","United States","Randomized","482",,
1139,"Completed","The purpose of the study is to examine the safety and effectiveness of a reduced intensity conditioning regimen and allogeneic bone marrow transplant for people with systemic sclerosis. In an allogeneic bone marrow transplant procedure, bone marrow is taken from a healthy donor and transplanted into the patient. Bone marrow can be donated by a family member or an unrelated donor who is a complete tissue type match.||Participants will receive the chemotherapy and low dose radiation conditioning regimen consisting of the following: Fludarabine will be given intravenously for 5 days. Cyclophosphamide will be given intravenously on the first and second day. After completing the fludarabine and cyclophosphamide, patients will receive a single low dose of total body irradiation. The next day, patients will receive the allogeneic bone marrow transplant. On the third and fourth day after the transplant, patients will receive high dose intravenous cyclophosphamide. This is given to help prevent two complications: (1) graft rejection, which occurs when the body's immune system rejects the donor bone marrow, and (2) graft-versus-host disease (GVHD), which is when the donor immune cells attack the patient's normal tissues. On the fifth day after the transplant, patients will start receiving two additional medications: tacrolimus and mycophenolic acid (MPA, Myfortic), to help prevent GVHD. Patients will receive mycophenolic acid for about 5 weeks and tacrolimus for about 6 months. Also beginning on the fifth day after the transplant, patients will receive daily injections of a growth factor called granulocyte-colony stimulating factor (G-CSF), which is a protein that increases the white blood cell count; G-CSF will be continued until the patient's white blood cell count has returned to normal levels.||Patients will remain closely monitored either in the outpatient clinic setting or in the hospital for approximately 2-3 months after the transplant, but possibly longer if there are complications. Follow-up study visits will occur at 6 months and then at 1, 2, 3, 4, and 5 years after the transplant. Study researchers will keep track of the patient's medical condition after leaving the transplant center by phone calls or mailings to patients and their doctors once a year for the rest of the study participants' lives.","Systemic Scleroderma|Severe Systemic Sclerosis","No","Interventional","September 1, 2006","August 1, 2017","fludarabine phosphate|Mycophenolic Acid|tacrolimus|total-body irradiation|bone marrow transplantation|reduced intensity allogeneic hematopoietic stem cell transplantation|quality-of-life assessment|laboratory biomarker analysis|flow cytometry|biopsy","Drug|Drug|Drug|Radiation|Procedure|Procedure|Procedure|Other|Other|Procedure","Phase 1|Phase 2","All","70 Years",,"Treatment","Single Group Assignment","United States|United States","N/A","3","2","2"
1140,"Completed","The investigators will analyze biomarkers related to the prognosis and treatment of necrotizing soft tissue infections (NSTI). The focus will be on whether certain endothelial and immune system biomarkers can function as markers of disease severity, mortality as well as the effects of hyperbaric oxygen therapy (HBOT). Biomarkers will be measured upon admission to an intensive care unit at Copenhagen University Hospital and during the following 3 days.","Necrotizing Soft Tissue Infection|Necrotizing Fascitis|Gas Gangrene|Fournier Gangrene","No","Observational","February 2013","January 2018","Hyperbaric oxygen therapy","Device",,"All",,"18 Years",,,"Denmark",,"260",,
1141,"Recruiting","Patients with Myeloma or CLL with severe secondary hypogammaglobinemia and recurrent infections will be included in this study; for whom an IgSC treatment was prescribed. The IgSC prescription will be the decision of the treating physician. Patient care and follow up will be performed according to the current clinical practice and the recommendations of HAS.","Secondary Immune Deficiency","No","Observational","September 25, 2017","September 25, 2021","Gammanorm|Other Subcutaneous Immunoglobulins","Drug|Drug",,"All",,"18 Years",,,"France|France|France|France|France|France",,"200",,
1142,"Active, not recruiting","Surgical removal of impacted mandibular wisdom teeth is a frequent intervention, usually accompanied by unpleasant sequelae (pain, swelling and trismus) in the postoperative period, sometimes even with possibly serious complications (dry socket/alveolar osteitis and postoperative infection at the surgical site - SSI). It is therefore advisable to use various medications and procedures to prevent or alleviate the occurrence of these sequelae and complications. Accordingly, there is a debate in the literature on the expedience of perioperative (prophylactic) use of antibiotics. It is interesting that numerous articles recommending perioperative (prophylactic) antibiotic use to patients undergoing the impacted mandibular third molar surgery may be found, as well as those providing arguments for the disagreement with such an approach, considering that its benefits do not outweigh the risks of adverse side effects, especially due to growing resistance of microorganisms towards antibiotics, which is a possible serious threat to global health. Concerning the perioperative (prophylactic) use of antibiotics for this indication, consensus has not yet been reached, and neither of the views has been verified by convincing scientific evidence. Having the aforementioned dilemma in mind, the main endpoint of the study was to determine the validity of perioperative (prophylactic) use of antibiotics as to alleviate customary sequelae and possible complications after surgical removal of impacted mandibular third molars and, at the same time, the effectiveness of newer antibiotics (moxifloxacin and cefixime) when used for this purpose. Moreover, microbiological investigations of susceptibility of the isolated microorganisms to antibiotics used in this research were performed, which could verify the clinically obtained results. With this in mind, two major contributions, based on scientifically verified results, could be expected from the research: (1) confirmation or refuting the validity of perioperative (prophylactic) antibiotic use to control sequelae or complications that could follow the impacted mandibular third molar surgery; and (2) confirmation of the efficacy of fluoroquinolones (moxifloxacin) and cephalosporins (cefixime) in controlling odontogenic infections.","Postoperative Complications|Antibiotic Reaction|Antibiotic Side Effect|Antibiotic Resistant Infection|Antibiotic Resistant Strain|Infection, Bacterial|Infection, Laboratory","No","Interventional","June 7, 2019","December 31, 2022","Moxifloxacin 400 mg Oral Tablet|Cefixime 400 mg Oral Tablet|Placebo","Drug|Drug|Other","Not Applicable","All",,"18 Years","Prevention","Parallel Assignment","Serbia","Randomized","157",,
1143,"Completed","OBJECTIVES: I. Determine the prevalence of nontuberculous mycobacteria in sputum cultures from patients with cystic fibrosis.||II. Compare the clinical course of patients with negative versus positive cultures.","Cystic Fibrosis|Atypical Mycobacterium Infection","No","Observational","September 1995",,,,,"All",,"10 Years",,,,,"1000",,
1144,"Completed","Evaluate the reproducibility and validate a posteriori a new rule of clinical decision on a multi-center population of children with a post-chemotherapy febrile neutropenia","Febrile Neutropenia, Rule of Clinical Decision, Chemotherapy","No","Observational","May 2012","May 2017",,,,"All","18 Years","1 Year",,,"France",,"1900",,
1145,"Not yet recruiting","This is a Phase IV, multicenter, open-label study of Asceniv™ administered as an intravenous infusion of Asceniv™ (IGIV) 300-800 mg/kg every 21 or 28 days in approximately 12 pediatric subjects with Primary Immunodeficiency Diseases (PIDD). The study will be conducted at 5-7 centers in the United States, with subjects receiving six (28 day cycle) or seven (21 day cycle) doses of Asceniv™ during the study.","Primary Immune Deficiency","No","Interventional","October 1, 2021","June 30, 2023","Asceniv™","Biological","Phase 4","All","11 Years","2 Years","Treatment","Single Group Assignment",,"N/A","12",,
1146,"Completed","To assess if a sequential treatment regimen better eradicates H. pylori than does a triple drug regimen in adults with dyspepsia or peptic ulcer disease.","Helicobacter Pylori Infection","No","Interventional","July 2003","February 2006","Placebo amoxicillin pantoprazole clarithromycin tinidazole","Drug","Phase 2|Phase 3","All","70 Years","18 Years","Treatment","Parallel Assignment","Italy","Randomized","300",,
1147,"Completed","The purpose of this study is to evaluate the tolerability of IGIV, 10% given subcutaneously and the pharmacokinetics of immunoglobulin G (IgG) following subcutaneous (SC) treatment with IGIV, 10% in subjects with primary immunodeficiency (PID) disorders.","Primary Immunodeficiency Diseases (PID)","No","Interventional","October 3, 2007","September 1, 2009","Immune Globulin Intravenous (Human), 10%","Drug","Phase 2|Phase 3","All",,"24 Months","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States","Non-Randomized","49",,"2|2"
1148,"Withdrawn","The proposed study will randomize adults (18 years of age or older) with pulmonary MDR-TB with sputum that contains M. tuberculosis that is isoniazid and rifampin resistant by MTBDRplus and fluoroquinolone susceptible by MTBDRsl HIV seropositive (with or without antiretroviral therapy) or negative (but not unknown) and Karnofsky score of >60 at sites in Moldova, Peru, and the Philippines.||Patients with MDR-TB will be randomized to oral regimen of delamanid (DLM), linezolid (LZD), levofloxacin (LFX) and pyrazinamide (PZA) for 24, 32, 40, 48 or 56 weeks or World Health Organization (WHO) standard of care MDR-TB regimen (9-month ""modified Bangladesh"" regimen or WHO standard MDR-TB regimen).||Primary Objective||1. Determine the shortest duration of the delamanid-containing oral regimen that is non-inferior to the blended WHO standard regimen.||Secondary Objective||Define the safety and tolerability of the oral delamanid, linezolid, levofloxacin and pyrazinamide regimen.|Determine if baseline PZA susceptibility is associated with shorter time to non-inferior treatment duration.|Identify the relationship between delamanid and linezolid serum drug levels and time to sputum culture conversion among patients on the delamanid-containing oral regimen.|Identify the relationship between delamanid and linezolid serum drug levels and occurrence of adverse events among patients on the delamanid-containing oral regimen.","Tuberculosis Multi Drug Resistant Active","No","Interventional","August 2017","August 2022","Delamanid|Linezolid|Levofloxacin|Pyrazinamide|WHO MDR-TB regimen","Drug|Drug|Drug|Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment",,"Randomized","0",,
